DATA;DIA DA SEMANA;JOGOS ESPERADOS (TEORIA);JOGOS NA BD (REALIDADE);ESTADO AUDITORIA;OBSERVACOES OBRIGATORIAS
04/10/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/10/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
06/10/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/10/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
08/10/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/10/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
10/10/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
11/10/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/10/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
13/10/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/10/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
15/10/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/10/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
17/10/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
18/10/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/10/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
20/10/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/10/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
22/10/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/10/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
24/10/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
25/10/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/10/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
27/10/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/10/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
29/10/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/10/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
31/10/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
01/11/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/11/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
03/11/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/11/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
05/11/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
06/11/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
07/11/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
08/11/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/11/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
10/11/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/11/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
12/11/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
13/11/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
14/11/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
15/11/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/11/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
17/11/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/11/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
19/11/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/11/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
21/11/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
22/11/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/11/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
24/11/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/11/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
26/11/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/11/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
28/11/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
29/11/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/11/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
01/12/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/12/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
03/12/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
04/12/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
05/12/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
06/12/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/12/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
08/12/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/12/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
10/12/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
11/12/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
12/12/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
13/12/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/12/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
15/12/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/12/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
17/12/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
18/12/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
19/12/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
20/12/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/12/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
22/12/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/12/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
24/12/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
25/12/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
26/12/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
27/12/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/12/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
29/12/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/12/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
31/12/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
01/01/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
02/01/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
03/01/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
04/01/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
05/01/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/01/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
07/01/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
08/01/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
09/01/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
10/01/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
11/01/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
12/01/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/01/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
14/01/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
15/01/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
16/01/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
17/01/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
18/01/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
19/01/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/01/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
21/01/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/01/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
23/01/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
24/01/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
25/01/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
26/01/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/01/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
28/01/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
29/01/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
30/01/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
31/01/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
01/02/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
02/02/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/02/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
04/02/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/02/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
06/02/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
07/02/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
08/02/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
09/02/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/02/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
11/02/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/02/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
13/02/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
14/02/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
15/02/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
16/02/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/02/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
18/02/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/02/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
20/02/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
21/02/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/02/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
23/02/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/02/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
25/02/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/02/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
27/02/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
28/02/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
01/03/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
02/03/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/03/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
04/03/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/03/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
06/03/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
07/03/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
08/03/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
09/03/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/03/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
11/03/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/03/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
13/03/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
14/03/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
15/03/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
16/03/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/03/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
18/03/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/03/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
20/03/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
21/03/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/03/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
23/03/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/03/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
25/03/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/03/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
27/03/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
28/03/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
29/03/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
30/03/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/03/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
01/04/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/04/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
03/04/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
04/04/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/04/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
06/04/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/04/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
08/04/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/04/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
10/04/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
11/04/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/04/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
13/04/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/04/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
15/04/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/04/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
17/04/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
18/04/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/04/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
20/04/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/04/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
22/04/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/04/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
24/04/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
25/04/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/04/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
27/04/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/04/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
29/04/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/04/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
01/05/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
02/05/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/05/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
04/05/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/05/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
06/05/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/05/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
08/05/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
09/05/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/05/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
11/05/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/05/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
13/05/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/05/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
15/05/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
16/05/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/05/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
18/05/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/05/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
20/05/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/05/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
22/05/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
23/05/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/05/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
25/05/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/05/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
27/05/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/05/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
29/05/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
30/05/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
31/05/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
01/06/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/06/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
03/06/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
04/06/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
05/06/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
06/06/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/06/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
08/06/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/06/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
10/06/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
11/06/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
12/06/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
13/06/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/06/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
15/06/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/06/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
17/06/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
18/06/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
19/06/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
20/06/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/06/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
22/06/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/06/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
24/06/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
25/06/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
26/06/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
27/06/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/06/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
29/06/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/06/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
01/07/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/07/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
03/07/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
04/07/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/07/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
06/07/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/07/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
08/07/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/07/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
10/07/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
11/07/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/07/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
13/07/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/07/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
15/07/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/07/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
17/07/2025;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
18/07/2025;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/07/2025;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
20/07/2025;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/07/2025;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
22/07/2025;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/07/2025;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
